Unnamed: 0,petal length (cm),petal width (cm),sepal length (cm),sepal width (cm),Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,petal length (cm).1,petal width (cm).1,sepal length (cm).1,sepal width (cm).1,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,petal length (cm).2,petal width (cm).2,sepal length (cm).2,sepal width (cm).2,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31
C1,1.4,0.2,5.1,3.5,,,,,,,C1,1.4921568627450983,0.2627450980392156,5.007843137254902,3.409803921568628,,,,,,,C1,1.560377358490566,0.29056603773584894,5.005660377358491,3.369811320754718,,,,,
C2,4.7,1.6,6.3,3.3,,,,,,,C2,4.925252525252526,1.6818181818181823,6.273737373737371,2.8757575757575764,,,,,,,C2,4.958762886597939,1.6958762886597945,6.30103092783505,2.8865979381443303,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,petal length (cm),petal width (cm),sepal length (cm),sepal width (cm),Jarak C1,Jarak C2,Jarak Minimum,Cluster,(Jarak Minimum)^2,,No,petal length (cm),petal width (cm),sepal length (cm),sepal width (cm),Jarak C1,Jarak C2,Jarak Minimum,Cluster,(Jarak Minimum)^2,,No,petal length (cm),petal width (cm),sepal length (cm),sepal width (cm),Jarak C1,Jarak C2,Jarak Minimum,Cluster,(Jarak Minimum)^2
1,1.4,0.2,5.1,3.5,0,3.7854986461495406,0,C1,0,,1,1.4,0.2,5.1,3.5,0.17046423259554078,4.048521769423776,0.17046423259554078,C1,0.029058054594386627,,1,1.4,0.2,5.1,3.5,0.24448345733680227,4.089153522809655,0.24448345733680227,C1,0.059772160911356016
2,1.4,0.2,4.9,3,0.5385164807134502,3.8600518131237567,0.5385164807134502,C1,0.2899999999999997,,2,1.4,0.2,4.9,3,0.43817716858021666,4.06519139066671,0.43817716858021666,C1,0.1919992310649756,,2,1.4,0.2,4.9,3,0.4264359654267803,4.108307053079766,0.4264359654267803,C1,0.18184763260947018
3,1.3,0.2,4.7,3.2,0.509901951359278,4.011234224026317,0.509901951359278,C1,0.25999999999999945,,3,1.3,0.2,4.7,3.2,0.42384701236236716,4.2332048694804705,0.42384701236236716,C1,0.17964628988850462,,3,1.3,0.2,4.7,3.2,0.44526702881427505,4.276179675315436,0.44526702881427505,C1,0.19826272694909244
4,1.5,0.2,4.6,3.1,0.648074069840786,3.889730067755345,0.648074069840786,C1,0.41999999999999993,,4,1.5,0.2,4.6,3.1,0.5160551875092156,4.096318035357014,0.5160551875092156,C1,0.26631295655517173,,4,1.5,0.2,4.6,3.1,0.4992054919324388,4.140016091048142,0.4992054919324388,C1,0.24920612317550822
5,1.4,0.2,5,3.6,0.1414213562373093,3.824918299781056,0.1414213562373093,C1,0.019999999999999945,,5,1.4,0.2,5,3.6,0.22060348531163662,4.0951342440870215,0.22060348531163662,C1,0.048665897731641476,,5,1.4,0.2,5,3.6,0.29485924138834574,4.135705880626033,0.29485924138834574,C1,0.08694197223211074
6,1.7,0.4,5.4,3.9,0.616441400296898,3.407345007480164,0.616441400296898,C1,0.3800000000000004,,6,1.7,0.4,5.4,3.9,0.6753642558825554,3.722606780842014,0.6753642558825554,C1,0.4561168781237978,,6,1.7,0.4,5.4,3.9,0.6841593730292732,3.7600094918054965,0.6841593730292732,C1,0.4680740477038082
7,1.4,0.3,4.6,3.4,0.5196152422706632,3.9344631145812006,0.5196152422706632,C1,0.2700000000000001,,7,1.4,0.3,4.6,3.4,0.41989636406519576,4.172895130484766,0.41989636406519576,C1,0.17631295655517143,,7,1.4,0.3,4.6,3.4,0.4373575137957744,4.215489507855353,0.4373575137957744,C1,0.191281594873621
8,1.5,0.2,5,3.4,0.17320508075688762,3.72827037646145,0.17320508075688762,C1,0.02999999999999996,,8,1.5,0.2,5,3.4,0.06446777342264154,3.978112241044325,0.06446777342264154,C1,0.004156093810073046,,8,1.5,0.2,5,3.4,0.11309743072185408,4.019570838905926,0.11309743072185408,C1,0.012791028835884581
9,1.4,0.2,4.4,2.9,0.9219544457292882,4.076763422127902,0.9219544457292882,C1,0.849999999999999,,9,1.4,0.2,4.4,2.9,0.8011261777233365,4.258482115923423,0.8011261777233365,C1,0.6418031526336029,,9,1.4,0.2,4.4,2.9,0.7883338595537454,4.303084632894044,0.7883338595537454,C1,0.6214702741189043
10,1.5,0.1,4.9,3.1,0.4690415759823426,3.8065732621348563,0.4690415759823426,C1,0.21999999999999964,,10,1.5,0.1,4.9,3.1,0.3662732501972719,4.021435397829033,0.3662732501972719,C1,0.13415609381007335,,10,1.5,0.1,4.9,3.1,0.35202713575459366,4.064269914162747,0.35202713575459366,C1,0.12392310430758312
11,1.5,0.2,5.4,3.7,0.37416573867739483,3.629049462324811,0.37416573867739483,C1,0.1400000000000005,,11,1.5,0.2,5.4,3.7,0.4919341735079755,3.920578089759501,0.4919341735079755,C1,0.24199923106497498,,11,1.5,0.2,5.4,3.7,0.5257146892528889,3.9590612806356327,0.5257146892528889,C1,0.2763759344962615
12,1.6,0.2,4.8,3.4,0.3741657386773941,3.7188707963574106,0.3741657386773941,C1,0.13999999999999999,,12,1.6,0.2,4.8,3.4,0.24261487209776372,3.96230001978537,0.24261487209776372,C1,0.05886197616301425,,12,1.6,0.2,4.8,3.4,0.23017321321380518,4.004448716464892,0.23017321321380518,C1,0.05297970808116782
13,1.4,0.1,4.8,3,0.5916079783099615,3.9344631145812006,0.5916079783099615,C1,0.34999999999999987,,13,1.4,0.1,4.8,3,0.4961016812346026,4.137256597536809,0.4961016812346026,C1,0.24611687812379923,,13,1.4,0.1,4.8,3,0.4910121338911476,4.180618170281032,0.4910121338911476,C1,0.24109291562833826
14,1.1,0.1,4.3,3,0.9949874371066197,4.39317652729776,0.9949874371066197,C1,0.9899999999999995,,14,1.1,0.1,4.3,3,0.9215498537929243,4.587568096797119,0.9215498537929243,C1,0.8492541330257601,,14,1.1,0.1,4.3,3,0.9396699995642985,4.6318308416303084,0.9396699995642985,C1,0.8829797080811688
15,1.2,0.2,5.8,4,0.8831760866327848,3.866522985836241,0.8831760866327848,C1,0.7800000000000002,,15,1.2,0.2,5.8,4,1.032054497576041,4.190661001394569,1.032054497576041,C1,1.0651364859669346,,15,1.2,0.2,5.8,4,1.0799015025690895,4.2257118276844645,1.0799015025690895,C1,1.166187255250977
16,1.5,0.4,5.7,4.4,1.1045361017187267,3.6400549446402595,1.1045361017187267,C1,1.2200000000000015,,16,1.5,0.4,5.7,4.4,1.2159234430260273,4.003486262605625,1.2159234430260273,C1,1.4784698193002686,,16,1.5,0.4,5.7,4.4,1.2486062005012721,4.036577763187679,1.2486062005012721,C1,1.559017443930223
17,1.3,0.4,5.4,3.9,0.5477225575051664,3.7643060449437424,0.5477225575051664,C1,0.3000000000000003,,17,1.3,0.4,5.4,3.9,0.6707028912416261,4.074064710454777,0.6707028912416261,C1,0.4498423683198765,,17,1.3,0.4,5.4,3.9,0.7185930242468689,4.111530334041789,0.7185930242468689,C1,0.5163759344962611
18,1.4,0.3,5.1,3.5,0.09999999999999998,3.7496666518505353,0.09999999999999998,C1,0.009999999999999995,,18,1.4,0.3,5.1,3.5,0.16281595433661747,4.012999486809658,0.16281595433661747,C1,0.026509034986543504,,18,1.4,0.3,5.1,3.5,0.22728606064645987,4.053640496562892,0.22728606064645987,C1,0.05165895336418624
19,1.7,0.3,5.7,3.8,0.7416198487095667,3.361547262794322,0.7416198487095667,C1,0.5500000000000005,,19,1.7,0.3,5.7,3.8,0.8221440261246356,3.6735642055153566,0.8221440261246356,C1,0.6759207996924255,,19,1.7,0.3,5.7,3.8,0.8287057939865191,3.709925560860652,0.8287057939865191,C1,0.6867532929868271
20,1.5,0.3,5.1,3.8,0.33166247903553986,3.6905284174491872,0.33166247903553986,C1,0.10999999999999992,,20,1.5,0.3,5.1,3.8,0.4027347880384146,3.9841761796674517,0.4027347880384146,C1,0.16219530949634675,,20,1.5,0.3,5.1,3.8,0.44463095845121064,4.023467402026324,0.44463095845121064,C1,0.1976966892132422
21,1.7,0.2,5.4,3.4,0.4358898943540679,3.4322004603461025,0.4358898943540679,C1,0.19000000000000047,,21,1.7,0.2,5.4,3.4,0.4483512450167975,3.6927342299786203,0.4483512450167975,C1,0.2010188389081124,,21,1.7,0.2,5.4,3.4,0.42908249038252044,3.7326424731114654,0.42908249038252044,C1,0.18411178355286575
22,1.5,0.4,5.1,3.7,0.30000000000000016,3.64417343165772,0.30000000000000016,C1,0.0900000000000001,,22,1.5,0.4,5.1,3.7,0.33407644963724925,3.9284154196593577,0.33407644963724925,C1,0.11160707420222954,,22,1.5,0.4,5.1,3.7,0.36543911369339793,3.968177700792313,0.36543911369339793,C1,0.13354574581701623
23,1,0.2,4.6,3.6,0.648074069840786,4.316248370981448,0.648074069840786,C1,0.41999999999999993,,23,1,0.2,4.6,3.6,0.6698252740316999,4.574856980965207,0.6698252740316999,C1,0.44866589773164184,,23,1,0.2,4.6,3.6,0.73469188161525,4.616481147214959,0.73469188161525,C1,0.5397721609113565
24,1.7,0.5,5.1,3.3,0.46904157598234303,3.4132096331752027,0.46904157598234303,C1,0.22000000000000006,,24,1.7,0.5,5.1,3.3,0.3464656501750925,3.6546667595772426,0.3464656501750925,C1,0.12003844675124958,,24,1.7,0.5,5.1,3.3,0.2777240563534138,3.696353906650403,0.2777240563534138,C1,0.07713065147739416
25,1.9,0.2,4.8,3.4,0.5916079783099616,3.472751070837068,0.5916079783099616,C1,0.35,,25,1.9,0.2,4.8,3.4,0.4621340265723302,3.7141176518305974,0.4621340265723302,C1,0.21356785851595522,,25,1.9,0.2,4.8,3.4,0.4083543718228423,3.756374820333903,0.4083543718228423,C1,0.16675329298682814
26,1.6,0.2,5,3,0.5477225575051661,3.6537651812890224,0.5477225575051661,C1,0.29999999999999993,,26,1.6,0.2,5,3,0.42844819817097607,3.8588771110132876,0.42844819817097607,C1,0.18356785851595597,,26,1.6,0.2,5,3,0.3828375814122036,3.9018553922690122,0.3828375814122036,C1,0.1465646137415456
27,1.6,0.4,5,3.4,0.31622776601683794,3.570714214271425,0.31622776601683794,C1,0.1,,27,1.6,0.4,5,3.4,0.17500480577791908,3.820680466169465,0.17500480577791908,C1,0.030626682045367178,,27,1.6,0.4,5,3.4,0.12037085213386094,3.8622333741242754,0.12037085213386094,C1,0.014489142043431814
28,1.5,0.2,5.2,3.5,0.14142135623730995,3.66742416417845,0.14142135623730995,C1,0.020000000000000125,,28,1.5,0.2,5.2,3.5,0.2214905293559675,3.933284955059859,0.2214905293559675,C1,0.049058054594386696,,28,1.5,0.2,5.2,3.5,0.25800118941885664,3.9735648692603482,0.25800118941885664,C1,0.06656461374154474
29,1.4,0.2,5.2,3.4,0.14142135623730995,3.7509998667022106,0.14142135623730995,C1,0.020000000000000125,,29,1.4,0.2,5.2,3.4,0.2223740350336163,4.006361511134793,0.2223740350336163,C1,0.049450211457132014,,29,1.4,0.2,5.2,3.4,0.26944823174517496,4.047009999390718,0.26944823174517496,C1,0.07260234959060151
30,1.6,0.2,4.7,3.2,0.5385164807134499,3.760319135392633,0.5385164807134499,C1,0.2899999999999995,,30,1.6,0.2,4.7,3.2,0.3928767901536634,3.9793054609870864,0.3928767901536634,C1,0.15435217224144565,,30,1.6,0.2,4.7,3.2,0.3633680116008464,4.022493615112654,0.3633680116008464,C1,0.13203631185475287
31,1.6,0.2,4.8,3.1,0.5385164807134504,3.722902093797257,0.5385164807134504,C1,0.29,,31,1.6,0.2,4.8,3.1,0.3933755573293683,3.9338627317492527,0.3933755573293683,C1,0.15474432910419111,,31,1.6,0.2,4.8,3.1,0.35336454340241674,3.9771306598707468,0.35336454340241674,C1,0.12486650053399846
32,1.5,0.4,5.4,3.4,0.3872983346207423,3.5355339059327378,0.3872983346207423,C1,0.1500000000000005,,32,1.5,0.4,5.4,3.4,0.41567240080436607,3.7965326062908415,0.41567240080436607,C1,0.17278354479046554,,32,1.5,0.4,5.4,3.4,0.4147726025845398,3.8363751734222937,0.4147726025845398,C1,0.1720363118547526
33,1.5,0.1,5.2,4.1,0.6244997998398396,3.7868192457522976,0.6244997998398396,C1,0.38999999999999974,,33,1.5,0.1,5.2,4.1,0.7347396602333887,4.109280360738944,0.7347396602333887,C1,0.5398423683198754,,33,1.5,0.1,5.2,4.1,0.7816036312499147,4.146622179820434,0.7816036312499147,C1,0.6109042363830527
34,1.4,0.2,5.5,4.2,0.8062257748298554,3.7815340802378077,0.8062257748298554,C1,0.6500000000000006,,34,1.4,0.2,5.5,4.2,0.9375809589546846,4.120130824676289,0.9375809589546846,C1,0.879058054594386,,34,1.4,0.2,5.5,4.2,0.9836198503324131,4.155612431090814,0.9836198503324131,C1,0.9675080099679587
35,1.5,0.2,4.9,3.1,0.4582575694955836,3.7682887362833544,0.4582575694955836,C1,0.20999999999999963,,35,1.5,0.2,4.9,3.1,0.3340764496372503,3.9831619377761585,0.3340764496372503,C1,0.11160707420223023,,35,1.5,0.2,4.9,3.1,0.30953173788872335,4.026054480187334,0.30953173788872335,C1,0.09580989676041334
36,1.2,0.2,5,3.2,0.37416573867739383,3.988734135035826,0.37416573867739383,C1,0.13999999999999976,,36,1.2,0.2,5,3.2,0.3652010132578814,4.219103168660521,0.3652010132578814,C1,0.13337178008458328,,36,1.2,0.2,5,3.2,0.40858533041717404,4.261085147729318,0.40858533041717404,C1,0.1669419722321113
37,1.3,0.2,5.5,3.5,0.41231056256176635,3.768288736283355,0.41231056256176635,C1,0.17000000000000023,,37,1.3,0.2,5.5,3.5,0.5396433241868973,4.040617418608056,0.5396433241868973,C1,0.29121491733948474,,37,1.3,0.2,5.5,3.5,0.5807919857596836,4.079473540563556,0.5807919857596836,C1,0.3373193307226765
38,1.4,0.1,4.9,3.6,0.24494897427831727,3.8974350539810154,0.24494897427831727,C1,0.059999999999999734,,38,1.4,0.1,4.9,3.6,0.28772129707490357,4.164280920904027,0.28772129707490357,C1,0.08278354479046492,,38,1.4,0.1,4.9,3.6,0.35522845501307837,4.205168792610317,0.35522845501307837,C1,0.12618725525097865
39,1.3,0.2,4.4,3,0.866025403784438,4.149698784249286,0.866025403784438,C1,0.749999999999999,,39,1.3,0.2,4.4,3,0.7604431213896913,4.343336151109953,0.7604431213896913,C1,0.5782737408688967,,39,1.3,0.2,4.4,3,0.7613038037906247,4.387592773667537,0.7613038037906247,C1,0.579583481666074
40,1.5,0.2,5.1,3.4,0.14142135623730964,3.6945906403822337,0.14142135623730964,C1,0.02000000000000004,,40,1.5,0.2,5.1,3.4,0.1121938784385877,3.9472306149500853,0.1121938784385877,C1,0.012587466359092594,,40,1.5,0.2,5.1,3.4,0.14716981132075402,3.98832590737215,0.14716981132075402,C1,0.02165895336418634
41,1.3,0.3,5,3.5,0.17320508075688743,3.8704004960727256,0.17320508075688743,C1,0.029999999999999895,,41,1.3,0.3,5,3.5,0.2156595348843718,4.130854979411957,0.2156595348843718,C1,0.04650903498654358,,41,1.3,0.3,5,3.5,0.2913185550801693,4.171805369173068,0.2913185550801693,C1,0.08486650053399764
42,1.3,0.3,4.5,2.3,1.349073756323204,4.182104733265297,1.349073756323204,C1,1.8199999999999996,,42,1.3,0.3,4.5,2.3,1.2360750721562803,4.304592712033058,1.2360750721562803,C1,1.5278815840061537,,42,1.3,0.3,4.5,2.3,1.2116410556364503,4.350037473130857,1.2116410556364503,C1,1.4680740477038117
43,1.3,0.2,4.4,3.2,0.7681145747868601,4.1400483088968905,0.7681145747868601,C1,0.5899999999999989,,43,1.3,0.2,4.4,3.2,0.6740565052289351,4.353649720778601,0.6740565052289351,C1,0.4543521722414454,,43,1.3,0.2,4.4,3.2,0.6867743103554375,4.397309537919961,0.6867743103554375,C1,0.47165895336418673
44,1.6,0.6,5,3.5,0.45825756949558394,3.5128336140500593,0.45825756949558394,C1,0.20999999999999994,,44,1.6,0.6,5,3.5,0.3654693674112172,3.773555410576362,0.3654693674112172,C1,0.1335678585159553,,44,1.6,0.6,5,3.5,0.3380835145317628,3.814600442131076,0.3380835145317628,C1,0.11430046279814865
45,1.9,0.4,5.1,3.8,0.6164414002968976,3.3120990323358392,0.6164414002968976,C1,0.38,,45,1.9,0.4,5.1,3.8,0.5881503206599695,3.6093066057158225,0.5881503206599695,C1,0.34592079969242495,,45,1.9,0.4,5.1,3.8,0.5668170735551458,3.648575662934531,0.5668170735551458,C1,0.3212815948736195
46,1.4,0.3,4.8,3,0.5916079783099615,3.8626415831655936,0.5916079783099615,C1,0.34999999999999987,,46,1.4,0.3,4.8,3,0.4701264073715845,4.0649926052988805,0.4701264073715845,C1,0.22101883890811302,,46,1.4,0.3,4.8,3,0.4526218073999514,4.108432519857178,0.4526218073999514,C1,0.20486650053399869
47,1.6,0.2,5.1,3.8,0.3605551275463989,3.641428291206625,0.3605551275463989,C1,0.12999999999999998,,47,1.6,0.2,5.1,3.8,0.41989636406519437,3.935095038489244,0.41989636406519437,C1,0.17631295655517026,,47,1.6,0.2,5.1,3.8,0.45136949948163174,3.9743820419759386,0.45136949948163174,C1,0.20373442506229875
48,1.4,0.2,4.6,3.2,0.58309518948453,3.9686269665968865,0.58309518948453,C1,0.3399999999999999,,48,1.4,0.2,4.6,3.2,0.47199951778626403,4.186850897355928,0.47199951778626403,C1,0.22278354479046578,,48,1.4,0.2,4.6,3.2,0.47678017022803904,4.230149669199454,0.47678017022803904,C1,0.22731933072267788
49,1.5,0.2,5.3,3.7,0.30000000000000027,3.6551333764994136,0.30000000000000027,C1,0.09000000000000016,,49,1.5,0.2,5.3,3.7,0.4166147603193566,3.944068969053373,0.4166147603193566,C1,0.17356785851595496,,49,1.5,0.2,5.3,3.7,0.45553047095442406,3.983010470661013,0.45553047095442406,C1,0.20750800996795937
50,1.4,0.2,5,3.3,0.22360679774997896,3.813135192987524,0.22360679774997896,C1,0.049999999999999996,,50,1.4,0.2,5,3.3,0.1566788137331222,4.052848260489001,0.1566788137331222,C1,0.024548250672818402,,50,1.4,0.2,5,3.3,0.19705015778968915,4.0946333039640255,0.19705015778968915,C1,0.03882876468494139
51,4.7,1.4,7,3.2,4.003748243833521,0.7348469228349536,0.7348469228349536,C2,0.5400000000000001,,51,4.7,1.4,7,3.2,3.949216752288379,0.8733560211737482,0.8733560211737482,C2,0.7627507397204405,,51,4.7,1.4,7,3.2,3.8851384097349926,0.8609759728878087,0.8609759728878087,C2,0.7412796258901087
52,4.5,1.5,6.4,3.2,3.6166282640050254,0.2645751311064593,0.2645751311064593,C2,0.07000000000000013,,52,4.5,1.5,6.4,3.2,3.544014453518954,0.5787684873441714,0.5787684873441714,C2,0.3349729619426603,,52,4.5,1.5,6.4,3.2,3.4752166337478005,0.5973664170334528,0.5973664170334528,C2,0.3568466361993851
53,4.9,1.5,6.9,3.1,4.164132562731403,0.6708203932499374,0.6708203932499374,C2,0.4500000000000006,,53,4.9,1.5,6.9,3.1,4.101271827569345,0.6900616517056889,0.6900616517056889,C2,0.4761850831547835,,53,4.9,1.5,6.9,3.1,4.034492613883113,0.6679258841479723,0.6679258841479723,C2,0.44612498671485046
54,4,1.3,5.5,2.3,3.093541659651604,1.489966442575134,1.489966442575134,C2,2.22,,54,4,1.3,5.5,2.3,2.9730553399818156,1.3899797369074722,1.3899797369074722,C2,1.9320436690133658,,54,4,1.3,5.5,2.3,2.8912944301240016,1.435859323549534,1.435859323549534,C2,2.0616919970241256
55,4.6,1.5,6.5,2.8,3.792097045171708,0.5567764362830023,0.5567764362830023,C2,0.31000000000000016,,55,4.6,1.5,6.5,2.8,3.7132036819983565,0.4424715163157308,0.4424715163157308,C2,0.195781042750742,,55,4.6,1.5,6.5,2.8,3.6413970067697035,0.46278096744383485,0.46278096744383485,C2,0.21416622382825173
56,4.5,1.3,5.7,2.8,3.416138170507745,0.8602325267042624,0.8602325267042624,C2,0.7399999999999995,,56,4.5,1.3,5.7,2.8,3.3126967889287275,0.813350243442709,0.813350243442709,C2,0.661538618508314,,56,4.5,1.3,5.7,2.8,3.2352945231427377,0.857857098325727,0.857857098325727,C2,0.735918801147836
57,4.7,1.6,6.3,3.3,3.7854986461495406,0,0,C2,0,,57,4.7,1.6,6.3,3.3,3.7094790099396198,0.48795929653401615,0.48795929653401615,C2,0.23810427507397192,,57,4.7,1.6,6.3,3.3,3.640334642839138,0.49704408432893954,0.49704408432893954,C2,0.24705282176639395
58,3.3,1,4.9,2.4,2.345207879911715,2.2561028345356955,2.2561028345356955,C2,5.09,,58,3.3,1,4.9,2.4,2.200721632022826,2.2846928561168003,2.200721632022826,C1,4.84317570165321,,58,3.3,1,4.9,2.4,2.116903775534831,2.331395148238563,2.116903775534831,C1,4.4812815948736215
59,4.6,1.3,6.6,2.9,3.749666651850535,0.5916079783099616,0.5916079783099616,C2,0.35,,59,4.6,1.3,6.6,2.9,3.678240097037866,0.5988399832835355,0.5988399832835355,C2,0.3586093255790251,,59,4.6,1.3,6.6,2.9,3.6084490070365485,0.6123650594998813,0.6123650594998813,C2,0.3749909660962932
60,3.9,1.4,5.2,2.7,2.8879058156387303,1.4999999999999998,1.4999999999999998,C2,2.249999999999999,,60,3.9,1.4,5.2,2.7,2.762571836646714,1.521304342114554,1.521304342114554,C2,2.314366901336596,,60,3.9,1.4,5.2,2.7,2.6816213221908005,1.5670384560684272,1.5670384560684272,C2,2.45560952279732
61,3.5,1,5,2,2.703701166919155,2.2759613353482084,2.2759613353482084,C2,5.18,,61,3.5,1,5,2,2.5617547631182602,2.210334595157194,2.210334595157194,C2,4.8855790225487175,,61,3.5,1,5,2,2.4782751325487395,2.2563178737801084,2.2563178737801084,C2,5.0909703475395895
62,4.2,1.5,5.9,3,3.228002478313795,0.7141428428542846,0.7141428428542846,C2,0.5099999999999995,,62,4.2,1.5,5.9,3,3.1348201336409502,0.8450827658487525,0.8450827658487525,C2,0.7141648811345774,,62,4.2,1.5,5.9,3,3.060546025177879,0.8875666010226667,0.8875666010226667,C2,0.7877744712509296
63,4,1,6,2.2,3.146426544510455,1.4662878298615178,1.4662878298615178,C2,2.1499999999999995,,63,4,1,6,2.2,3.0464442815316253,1.3610836563262445,1.3610836563262445,C2,1.8525487195184185,,63,4,1,6,2.2,2.9685392015434187,1.4019652028541287,1.4019652028541287,C2,1.9655064300138183
64,4.7,1.4,6.1,2.9,3.7,0.48989794855663565,0.48989794855663565,C2,0.24000000000000005,,64,4.7,1.4,6.1,2.9,3.610583464837113,0.4011640037469151,0.4011640037469151,C2,0.16093255790225489,,64,4.7,1.4,6.1,2.9,3.5364354842830457,0.44169453118619906,0.44169453118619906,C2,0.19509405887979617
65,3.6,1.3,5.6,2.9,2.5806975801127883,1.3964240043768943,1.3964240043768943,C2,1.9500000000000004,,65,3.6,1.3,5.6,2.9,2.4757726493878898,1.5351186024404828,1.5351186024404828,C2,2.356589123558821,,65,3.6,1.3,5.6,2.9,2.3985369932692655,1.5794235008262576,1.5794235008262576,C2,2.494578594962271
66,4.4,1.4,6.7,3.1,3.627671429443412,0.5744562646538031,0.5744562646538031,C2,0.33000000000000024,,66,4.4,1.4,6.7,3.1,3.564866581075496,0.7663525261039428,0.7663525261039428,C2,0.5872961942658943,,66,4.4,1.4,6.7,3.1,3.4982689102552604,0.7774802262300745,0.7774802262300745,C2,0.6044755021787679
67,4.5,1.5,5.6,3,3.4351128074635335,0.7937253933193773,0.7937253933193773,C2,0.6300000000000002,,67,4.5,1.5,5.6,3,3.331142301821785,0.8265928805799657,0.8265928805799657,C2,0.6832557902254854,,67,4.5,1.5,5.6,3,3.254859717952967,0.8678336799140702,0.8678336799140702,C2,0.753135295993197
68,4.1,1,5.8,2.7,3.009983388658482,1.1532562594670797,1.1532562594670797,C2,1.33,,68,4.1,1,5.8,2.7,2.9113097947935827,1.1837379727816821,1.1837379727816821,C2,1.4012355882052865,,68,4.1,1,5.8,2.7,2.834184600478699,1.227830723546174,1.227830723546174,C2,1.5075682856839214
69,4.5,1.5,6.2,2.2,3.7682887362833544,1.1269427669584642,1.1269427669584642,C2,1.2699999999999994,,69,4.5,1.5,6.2,2.2,3.669166600849635,0.8221818916473175,0.8221818916473175,C2,0.6759830629527613,,69,4.5,1.5,6.2,2.2,3.591520213493198,0.8546665335802409,0.8546665335802409,C2,0.7304548836220651
70,3.9,1.1,5.6,2.5,2.882707061079915,1.4212670403551897,1.4212670403551897,C2,2.0200000000000005,,70,3.9,1.1,5.6,2.5,2.7707575264321957,1.4088189882808364,1.4088189882808364,C2,1.9847709417406394,,70,3.9,1.1,5.6,2.5,2.690507157523455,1.4549741334411723,1.4549741334411723,C2,2.1169497289828905
71,4.8,1.8,5.9,3.2,3.8535697735995385,0.46904157598234236,0.46904157598234236,C2,0.21999999999999945,,71,4.8,1.8,5.9,3.2,3.7609759913532503,0.5238968519065621,0.5238968519065621,C2,0.27446791143760624,,71,4.8,1.8,5.9,3.2,3.6881194382910154,0.5432256058764113,0.5432256058764113,C2,0.2950940588797942
72,4,1.3,6.1,2.8,3.0757112998459397,0.9327379053088817,0.9327379053088817,C2,0.8700000000000003,,72,4,1.3,6.1,2.8,2.988284184665153,1.0187253038827215,1.0187253038827215,C2,1.0378012447709433,,72,4,1.3,6.1,2.8,2.9142717285938122,1.0601211937687767,1.0601211937687767,C2,1.123856945477736
